ibin	Eff	Err
0	0.0000	0.0000	
1	0.0010	0.0002	
2	0.0006	0.0001	
3	0.0012	0.0002	
4	0.0003	0.0002	
5	0.0023	0.0003	
6	0.0047	0.0003	
7	0.0142	0.0008	
8	0.4830	0.0016	
9	0.4976	0.0028	
10	0.4660	0.0017	
11	0.3940	0.0031	
12	0.9255	0.0007	
13	0.9238	0.0013	
14	0.8965	0.0009	
15	0.7695	0.0024	
16	0.9269	0.0003	
17	0.9311	0.0006	
18	0.9175	0.0004	
19	0.8296	0.0011	
20	0.9278	0.0002	
21	0.9340	0.0004	
22	0.9249	0.0003	
23	0.8522	0.0008	
24	0.9270	0.0001	
25	0.9358	0.0002	
26	0.9295	0.0001	
27	0.8751	0.0004	
28	0.9256	0.0001	
29	0.9361	0.0002	
30	0.9346	0.0001	
31	0.8895	0.0003	
32	0.9222	0.0002	
33	0.9346	0.0003	
34	0.9379	0.0002	
35	0.8963	0.0005	
36	0.9117	0.0010	
37	0.9232	0.0017	
38	0.9384	0.0011	
39	0.8940	0.0035	
