ibin	Eff	Err
0	0.0000	0.0000	
1	0.0003	0.0002	
2	0.0002	0.0000	
3	0.0006	0.0004	
4	0.0001	0.0001	
5	0.0011	0.0008	
6	0.0021	0.0002	
7	0.0033	0.0003	
8	0.5042	0.0013	
9	0.5062	0.0022	
10	0.5044	0.0013	
11	0.4804	0.0025	
12	0.9364	0.0005	
13	0.9493	0.0008	
14	0.9523	0.0005	
15	0.9316	0.0011	
16	0.9376	0.0002	
17	0.9516	0.0004	
18	0.9573	0.0002	
19	0.9408	0.0005	
20	0.9381	0.0002	
21	0.9521	0.0003	
22	0.9585	0.0002	
23	0.9433	0.0004	
24	0.9376	0.0001	
25	0.9523	0.0001	
26	0.9597	0.0001	
27	0.9434	0.0002	
28	0.9356	0.0001	
29	0.9515	0.0001	
30	0.9612	0.0001	
31	0.9438	0.0002	
32	0.9328	0.0001	
33	0.9486	0.0002	
34	0.9619	0.0001	
35	0.9415	0.0003	
36	0.9234	0.0007	
37	0.9377	0.0012	
38	0.9600	0.0007	
39	0.9288	0.0023	
