ibin	Eff	Err
0	0.0000	0.0000	
1	0.0010	0.0002	
2	0.0007	0.0001	
3	0.0012	0.0002	
4	0.0002	0.0001	
5	0.0026	0.0003	
6	0.0053	0.0003	
7	0.0154	0.0009	
8	0.4835	0.0016	
9	0.4942	0.0029	
10	0.4654	0.0017	
11	0.3975	0.0032	
12	0.9255	0.0007	
13	0.9218	0.0012	
14	0.8958	0.0009	
15	0.7696	0.0024	
16	0.9270	0.0003	
17	0.9308	0.0006	
18	0.9175	0.0004	
19	0.8308	0.0011	
20	0.9274	0.0002	
21	0.9342	0.0005	
22	0.9246	0.0003	
23	0.8529	0.0008	
24	0.9273	0.0001	
25	0.9358	0.0002	
26	0.9293	0.0001	
27	0.8742	0.0003	
28	0.9256	0.0001	
29	0.9362	0.0002	
30	0.9348	0.0001	
31	0.8896	0.0003	
32	0.9220	0.0002	
33	0.9348	0.0003	
34	0.9378	0.0002	
35	0.8965	0.0005	
36	0.9123	0.0011	
37	0.9230	0.0017	
38	0.9381	0.0011	
39	0.8938	0.0036	
