ibin	Eff	Err
0	0.0000	0.0000	
1	0.0000	0.0000	
2	0.0000	0.0000	
3	0.0000	0.0000	
4	0.0001	0.0000	
5	0.0006	0.0001	
6	0.0017	0.0001	
7	0.0013	0.0002	
8	0.5173	0.0009	
9	0.5248	0.0015	
10	0.5158	0.0009	
11	0.4925	0.0016	
12	0.9568	0.0003	
13	0.9817	0.0004	
14	0.9667	0.0003	
15	0.9284	0.0008	
16	0.9577	0.0001	
17	0.9817	0.0002	
18	0.9685	0.0001	
19	0.9332	0.0004	
20	0.9582	0.0001	
21	0.9820	0.0001	
22	0.9690	0.0001	
23	0.9351	0.0003	
24	0.9578	0.0000	
25	0.9817	0.0001	
26	0.9697	0.0000	
27	0.9352	0.0001	
28	0.9567	0.0000	
29	0.9814	0.0001	
30	0.9706	0.0000	
31	0.9351	0.0001	
32	0.9548	0.0001	
33	0.9802	0.0001	
34	0.9709	0.0001	
35	0.9345	0.0003	
36	0.9487	0.0004	
37	0.9752	0.0006	
38	0.9707	0.0004	
39	0.9294	0.0016	
