ibin	Eff	Err
0	0.8193	0.0008	
1	0.8315	0.0014	
2	0.8437	0.0006	
3	0.8054	0.0010	
4	0.8574	0.0004	
5	0.8650	0.0013	
6	0.8703	0.0008	
7	0.8328	0.0009	
8	0.8868	0.0005	
9	0.8860	0.0009	
10	0.8913	0.0003	
11	0.8537	0.0010	
12	0.9215	0.0007	
13	0.9143	0.0015	
14	0.9172	0.0008	
15	0.8775	0.0019	
16	0.9570	0.0001	
17	0.9497	0.0002	
18	0.9448	0.0001	
19	0.8980	0.0004	
20	0.9770	0.0001	
21	0.9742	0.0001	
22	0.9638	0.0003	
23	0.9103	0.0003	
24	0.9789	0.0001	
25	0.9747	0.0002	
26	0.9641	0.0002	
27	0.9103	0.0011	
28	0.9790	0.0002	
29	0.9738	0.0004	
30	0.9611	0.0003	
31	0.9034	0.0011	
32	0.9775	0.0024	
33	0.9705	0.0015	
34	0.9586	0.0014	
35	0.9066	0.0065	
