ibin	Eff	Err
0	0.9324	0.0006	
1	0.9497	0.0008	
2	0.9499	0.0005	
3	0.9197	0.0012	
4	0.9362	0.0004	
5	0.9514	0.0006	
6	0.9542	0.0003	
7	0.9357	0.0007	
8	0.9375	0.0002	
9	0.9518	0.0004	
10	0.9577	0.0002	
11	0.9420	0.0005	
12	0.9382	0.0002	
13	0.9522	0.0003	
14	0.9586	0.0002	
15	0.9436	0.0004	
16	0.9376	0.0001	
17	0.9524	0.0001	
18	0.9598	0.0001	
19	0.9436	0.0002	
20	0.9356	0.0001	
21	0.9516	0.0001	
22	0.9613	0.0001	
23	0.9441	0.0002	
24	0.9328	0.0001	
25	0.9485	0.0002	
26	0.9620	0.0001	
27	0.9417	0.0003	
28	0.9229	0.0007	
29	0.9371	0.0012	
30	0.9595	0.0007	
31	0.9286	0.0023	
