ibin	Eff	Err
0	0.0000	0.0000	
1	0.0003	0.0002	
2	0.0002	0.0000	
3	0.0006	0.0004	
4	0.0001	0.0001	
5	0.0011	0.0008	
6	0.0023	0.0002	
7	0.0033	0.0003	
8	0.5035	0.0013	
9	0.5073	0.0022	
10	0.5045	0.0013	
11	0.4841	0.0025	
12	0.9361	0.0005	
13	0.9500	0.0008	
14	0.9517	0.0005	
15	0.9318	0.0011	
16	0.9375	0.0002	
17	0.9513	0.0004	
18	0.9574	0.0002	
19	0.9407	0.0005	
20	0.9382	0.0002	
21	0.9520	0.0003	
22	0.9584	0.0002	
23	0.9430	0.0004	
24	0.9376	0.0001	
25	0.9522	0.0001	
26	0.9597	0.0001	
27	0.9432	0.0002	
28	0.9356	0.0001	
29	0.9515	0.0001	
30	0.9612	0.0001	
31	0.9438	0.0002	
32	0.9327	0.0001	
33	0.9485	0.0002	
34	0.9619	0.0001	
35	0.9414	0.0003	
36	0.9228	0.0007	
37	0.9369	0.0012	
38	0.9595	0.0007	
39	0.9280	0.0023	
