ibin	Eff	Err
0	0.0003	0.0001	
1	0.0007	0.0002	
2	0.0005	0.0001	
3	0.0011	0.0003	
4	0.0011	0.0002	
5	0.0034	0.0005	
6	0.0045	0.0004	
7	0.0153	0.0012	
8	0.5411	0.0025	
9	0.5352	0.0043	
10	0.5279	0.0025	
11	0.5113	0.0048	
12	0.9602	0.0008	
13	0.9821	0.0010	
14	0.9614	0.0009	
15	0.9331	0.0022	
16	0.9609	0.0004	
17	0.9838	0.0005	
18	0.9630	0.0004	
19	0.9434	0.0010	
20	0.9614	0.0003	
21	0.9849	0.0003	
22	0.9645	0.0003	
23	0.9483	0.0007	
24	0.9612	0.0001	
25	0.9854	0.0001	
26	0.9660	0.0001	
27	0.9510	0.0004	
28	0.9600	0.0001	
29	0.9851	0.0001	
30	0.9668	0.0001	
31	0.9540	0.0003	
32	0.9582	0.0002	
33	0.9849	0.0002	
34	0.9671	0.0002	
35	0.9538	0.0006	
36	0.9515	0.0012	
37	0.9844	0.0013	
38	0.9667	0.0013	
39	0.9552	0.0045	
