ibin	Eff	Err
0	0.8119	0.0011	
1	0.8232	0.0015	
2	0.8160	0.0008	
3	0.7855	0.0014	
4	0.8363	0.0005	
5	0.8524	0.0010	
6	0.8417	0.0005	
7	0.8155	0.0010	
8	0.8688	0.0003	
9	0.8700	0.0007	
10	0.8656	0.0004	
11	0.8392	0.0004	
12	0.9104	0.0002	
13	0.8998	0.0006	
14	0.8963	0.0003	
15	0.8707	0.0007	
16	0.9482	0.0001	
17	0.9379	0.0001	
18	0.9277	0.0001	
19	0.8950	0.0002	
20	0.9691	0.0001	
21	0.9639	0.0001	
22	0.9503	0.0001	
23	0.9109	0.0002	
24	0.9723	0.0001	
25	0.9660	0.0002	
26	0.9544	0.0002	
27	0.9121	0.0005	
28	0.9740	0.0002	
29	0.9676	0.0003	
30	0.9562	0.0008	
31	0.9150	0.0007	
32	0.9754	0.0021	
33	0.9698	0.0018	
34	0.9566	0.0013	
35	0.9273	0.0058	
