ibin	Eff	Err
0	0.9573	0.0011	
1	0.9854	0.0009	
2	0.9622	0.0008	
3	0.9507	0.0018	
4	0.9621	0.0006	
5	0.9864	0.0006	
6	0.9649	0.0006	
7	0.9538	0.0013	
8	0.9631	0.0004	
9	0.9874	0.0004	
10	0.9660	0.0004	
11	0.9565	0.0009	
12	0.9633	0.0003	
13	0.9879	0.0003	
14	0.9667	0.0003	
15	0.9576	0.0007	
16	0.9633	0.0001	
17	0.9881	0.0001	
18	0.9679	0.0001	
19	0.9579	0.0003	
20	0.9620	0.0001	
21	0.9879	0.0001	
22	0.9684	0.0001	
23	0.9596	0.0003	
24	0.9607	0.0002	
25	0.9878	0.0002	
26	0.9690	0.0002	
27	0.9592	0.0006	
28	0.9555	0.0012	
29	0.9889	0.0010	
30	0.9708	0.0013	
31	0.9601	0.0046	
