ibin	Eff	Err
0	0.0001	0.0001	
1	0.0006	0.0002	
2	0.0004	0.0001	
3	0.0008	0.0002	
4	0.0005	0.0001	
5	0.0024	0.0005	
6	0.0020	0.0003	
7	0.0042	0.0007	
8	0.5156	0.0024	
9	0.5172	0.0042	
10	0.4941	0.0025	
11	0.4535	0.0046	
12	0.9366	0.0010	
13	0.9624	0.0013	
14	0.9417	0.0009	
15	0.8774	0.0027	
16	0.9387	0.0005	
17	0.9684	0.0006	
18	0.9502	0.0005	
19	0.9075	0.0012	
20	0.9394	0.0003	
21	0.9696	0.0005	
22	0.9540	0.0003	
23	0.9207	0.0009	
24	0.9395	0.0001	
25	0.9693	0.0002	
26	0.9558	0.0002	
27	0.9312	0.0004	
28	0.9388	0.0001	
29	0.9687	0.0002	
30	0.9564	0.0001	
31	0.9357	0.0004	
32	0.9362	0.0002	
33	0.9687	0.0003	
34	0.9515	0.0002	
35	0.9382	0.0007	
36	0.9250	0.0014	
37	0.9628	0.0017	
38	0.9318	0.0017	
39	0.9352	0.0044	
