ibin	Eff	Err
0	0.0002	0.0001	
1	0.0007	0.0002	
2	0.0005	0.0001	
3	0.0012	0.0003	
4	0.0011	0.0002	
5	0.0034	0.0005	
6	0.0044	0.0004	
7	0.0151	0.0012	
8	0.5416	0.0026	
9	0.5354	0.0044	
10	0.5281	0.0026	
11	0.5098	0.0050	
12	0.9602	0.0009	
13	0.9818	0.0010	
14	0.9614	0.0009	
15	0.9329	0.0022	
16	0.9610	0.0004	
17	0.9838	0.0005	
18	0.9630	0.0004	
19	0.9434	0.0010	
20	0.9614	0.0003	
21	0.9849	0.0003	
22	0.9646	0.0003	
23	0.9488	0.0007	
24	0.9613	0.0001	
25	0.9854	0.0001	
26	0.9660	0.0002	
27	0.9515	0.0004	
28	0.9600	0.0001	
29	0.9851	0.0001	
30	0.9668	0.0001	
31	0.9540	0.0003	
32	0.9582	0.0002	
33	0.9850	0.0002	
34	0.9672	0.0002	
35	0.9539	0.0007	
36	0.9516	0.0012	
37	0.9844	0.0012	
38	0.9674	0.0014	
39	0.9545	0.0049	
