ibin	Eff	Err
0	0.0000	0.0000	
1	0.0010	0.0002	
2	0.0006	0.0001	
3	0.0012	0.0002	
4	0.0003	0.0002	
5	0.0024	0.0003	
6	0.0046	0.0003	
7	0.0142	0.0008	
8	0.4827	0.0016	
9	0.4976	0.0028	
10	0.4657	0.0017	
11	0.3948	0.0031	
12	0.9253	0.0007	
13	0.9242	0.0013	
14	0.8966	0.0009	
15	0.7691	0.0024	
16	0.9268	0.0003	
17	0.9312	0.0006	
18	0.9173	0.0004	
19	0.8294	0.0011	
20	0.9277	0.0002	
21	0.9340	0.0004	
22	0.9248	0.0003	
23	0.8522	0.0008	
24	0.9270	0.0001	
25	0.9358	0.0002	
26	0.9294	0.0001	
27	0.8750	0.0003	
28	0.9256	0.0001	
29	0.9361	0.0002	
30	0.9346	0.0001	
31	0.8895	0.0003	
32	0.9222	0.0002	
33	0.9345	0.0003	
34	0.9378	0.0002	
35	0.8963	0.0005	
36	0.9117	0.0010	
37	0.9230	0.0016	
38	0.9385	0.0010	
39	0.8933	0.0035	
