ibin	Eff	Err
0	0.0001	0.0001	
1	0.0006	0.0002	
2	0.0005	0.0001	
3	0.0007	0.0003	
4	0.0005	0.0001	
5	0.0024	0.0005	
6	0.0018	0.0003	
7	0.0044	0.0008	
8	0.5130	0.0025	
9	0.5167	0.0043	
10	0.4934	0.0025	
11	0.4554	0.0047	
12	0.9366	0.0010	
13	0.9625	0.0014	
14	0.9433	0.0010	
15	0.8775	0.0028	
16	0.9386	0.0005	
17	0.9690	0.0006	
18	0.9504	0.0005	
19	0.9078	0.0013	
20	0.9394	0.0003	
21	0.9698	0.0005	
22	0.9543	0.0003	
23	0.9202	0.0009	
24	0.9398	0.0002	
25	0.9694	0.0002	
26	0.9561	0.0002	
27	0.9308	0.0004	
28	0.9389	0.0001	
29	0.9689	0.0002	
30	0.9564	0.0001	
31	0.9360	0.0004	
32	0.9363	0.0004	
33	0.9689	0.0003	
34	0.9519	0.0002	
35	0.9383	0.0007	
36	0.9250	0.0014	
37	0.9625	0.0019	
38	0.9313	0.0017	
39	0.9356	0.0048	
