ibin	Eff	Err
0	0.8116	0.0011	
1	0.8231	0.0014	
2	0.8158	0.0008	
3	0.7855	0.0014	
4	0.8362	0.0005	
5	0.8523	0.0011	
6	0.8415	0.0006	
7	0.8155	0.0010	
8	0.8687	0.0003	
9	0.8696	0.0009	
10	0.8654	0.0002	
11	0.8391	0.0005	
12	0.9102	0.0003	
13	0.8996	0.0006	
14	0.8962	0.0003	
15	0.8706	0.0007	
16	0.9482	0.0001	
17	0.9381	0.0001	
18	0.9279	0.0001	
19	0.8950	0.0002	
20	0.9691	0.0000	
21	0.9639	0.0001	
22	0.9503	0.0001	
23	0.9109	0.0002	
24	0.9723	0.0001	
25	0.9660	0.0002	
26	0.9544	0.0002	
27	0.9121	0.0008	
28	0.9740	0.0002	
29	0.9676	0.0003	
30	0.9562	0.0002	
31	0.9150	0.0007	
32	0.9756	0.0036	
33	0.9697	0.0018	
34	0.9567	0.0013	
35	0.9276	0.0058	
